4|società, civilizzazione, cultura
48C901|rappresentazioni simboliche, allegorie ed emblemi ~ poesia; vedi 'Poesia' (Ripa)
48C9011|rappresentazioni simboliche, allegorie ed emblemi ~ epica, alla poesia narrativa
48C90111|rappresentazioni simboliche, allegorie ed emblemi ~ poesia eroica; 'Poema heroico' (Ripa)
48C9012|rappresentazioni simboliche, allegorie ed emblemi ~ poesia lirica; 'Poema lirico' (Ripa)
48C90121|rappresentazioni simboliche, allegorie, emblemi ~ poesia d'amore
48C9013|rappresentazioni simboliche, allegorie ed emblemi ~ elegia
48C9014|rappresentazioni simboliche, allegorie ed emblemi ~ poesia satirica; 'Poema satirico' (Ripa)
48C9015|rappresentazioni simboliche, allegorie ed emblemi ~ poesia idillica; 'Poema pastorale' (Ripa)
48C902|rappresentazioni simboliche, allegorie ed emblemi ~ prosa
48C9021|rappresentazioni simboliche, allegorie ed emblemi ~ epica, prosa narrativa
48C91|scrittore, poeta, autore
48C910|ispirazione del poeta; 'Furore poetico' (Ripa)
48C9101|il poeta e la sua musa
48C911|autore, poeta mentre scrive
48C9111|autografo ~ autore, al poeta
48C9112|autore, poeta mentre detta
48C912|poeta maledetto, 'poète maudit'
48C913|autore che legge il suo lavoro
48C919|autore che distrugge il suo lavoro
48C92|scrittore in situazione non lavorativa
48C921|la Fama ~ scrittore, 'poeta laureato'
48C93|ritratto di scrittore
48CC21|scultore all'opera, nel suo studio - CC - all'esterno
48CC211|realizzazione di un modello, di un bozzetto ~ scultore - CC - all'esterno
48CC212|realizzazione di un getto, fusione ~ scultore - CC - all'esterno
48CC213|studio di resti classici ~ scultore - CC - all'esterno
48CC511|pittore all'opera, nel suo studio - CC - all'esterno
48CC5110|ispirazione del pittore - CC - all'esterno
48CC51101|il pittore e la sua musa - CC - all'esterno
48CC51102|pittore che suona, pittore con strumenti musicali - CC - all'esterno
48CC5111|bottega, studio ~ pittore - CC - all'esterno
48CC51111|caratteristiche e strumenti dello studio ~ pittore - CC - all'esterno
48CC5112|situazioni lavorative ~ pittore - CC - all'esterno
48CC51121|realizzazione di disegni preliminari, di schizzi ~ pittore - CC - all'esterno
48CC51122|studio delle vestigia classiche ~ pittore - CC - all'esterno
48CC51123|pittore all'opera con un modello (dal vero) - CC - all'esterno
48CC511231|pittore con un modello vestito - CC - all'esterno
48CC511232|pittore con un modello nudo - CC - all'esterno
48CC5113|modello/a, colui (o colei) che posa ~ pittura - CC - all'esterno
48CC5114|pittore che prepara dei colori - CC - all'esterno
48CC5115|pittore che istruisce allievi - CC - all'esterno
48CC51151|pittore all'opera con collaboratori o allievi - CC - all'esterno
48CC5119|pittore che distrugge la sua opera - CC - all'esterno
48CC521|disegnatore all'opera - CC - all'esterno
48CC5211|studio di vestigia classiche ~ disegnatore - CC - all'esterno
48CC5212|lezione di disegno - CC - all'esterno
48CC611|fotografo all'opera - CC - all'esterno
48CC6111|studio fotografico - CC - all'esterno
48CC61111|caratteristiche e strumenti dello studio fotografico - CC - all'esterno
48CC6112|fare fotografie, fotografare - CC - all'esterno
48CC61121|fare fotografie a un modello/a, colui (colei) che posa - CC - all'esterno
48CC6113|camera oscura - CC - all'esterno
48CC6114|processo fotografico - CC - all'esterno
48CC61141|sviluppo ~ pellicola - CC - all'esterno
48CC61142|stampa ~ pellicola - CC - all'esterno
48CC621|operatore cinematografico all'opera - CC - all'esterno
48CC6211|studio cinematografico - CC - all'esterno
48CC6212|filmare - CC - all'esterno
48CC62121|fare un lungometraggio - CC - all'esterno
48CC62122|fare un cartone animato - CC - all'esterno
48CC6213|montaggio, taglio ~ filmare - CC - all'esterno
48CC7|musica - CC - all'esterno
48CC70|'Musica'; rappresentazioni simboliche, allegorie ed emblemi ~ musica; 'Musica' (Ripa) - CC - all'esterno
48CC701|origine della musica - CC - all'esterno
48CC702|potere magico della musica - CC - all'esterno
48CC71|compositore - CC - all'esterno
48CC711|compositore all'opera - CC - all'esterno
48CC7110|ispirazione del compositore - CC - all'esterno
48CC71101|il compositore e la sua musa - CC - all'esterno
48CC712|compositore in situazione non lavorativa - CC - all'esterno
48CC713|ritratto di compositore - CC - all'esterno
48CC72|musicista - CC - all'esterno
48CC721|musicista all'opera - CC - all'esterno
48CC7210|ispirazione del musicista - CC - all'esterno
48CC72101|il musicista e la sua musa - CC - all'esterno
48CC7211|musicista che istruisce allievi, lezione di musica - CC - all'esterno
48CC722|musicista in situazione non lavorativa - CC - all'esterno
48CC723|ritratto di musicista - CC - all'esterno
48CC723(...)|ritratto di musicista (col NOME della professione) - CC - all'esterno
48CC73|strumenti musicali; gruppo di strumenti musicali - CC - all'esterno
48CC731|strumenti a corda (suonati con archetto) - CC - all'esterno
48CC7311|violino, violetta - CC - all'esterno
48CC7312|viola, violoncello; contrabbasso - CC - all'esterno
48CC7313|altri strumenti della categoria dei violini: viola antica, ribeca - CC - all'esterno
48CC7314|ghironda - CC - all'esterno
48CC7315|altri strumenti a corda suonati con archetto - CC - all'esterno
48CC7315(...)|altri strumenti a corda suonati con archetto (col NOME) - CC - all'esterno
48CC732|strumenti a corda (suonati a pizzico) - CC - all'esterno
48CC7321|lira, cetra, salterio - CC - all'esterno
48CC7322|arpa - CC - all'esterno
48CC7323|liuto, e tipi particolari di liuto, p.es.: tiorba - CC - all'esterno
48CC7324|cetra, mandolino, chitarra, balalaika - CC - all'esterno
48CC7325|dulcimero, zither - CC - all'esterno
48CC7326|altri strumenti a corda (suonati a pizzico) - CC - all'esterno
48CC7326(...)|altri strumenti a corda (suonati a pizzico) (col NOME) - CC - all'esterno
48CC733|strumenti a tastiera - CC - all'esterno
48CC7331|spinetta, virginale - CC - all'esterno
48CC7332|clavicembalo, arpicordo - CC - all'esterno
48CC7333|pianoforte - CC - all'esterno
48CC73331|pianoforte a coda - CC - all'esterno
48CC7334|organo - CC - all'esterno
48CC73341|organo da chiesa - CC - all'esterno
48CC7335|fisarmonica - CC - all'esterno
48CC7336|altri strumenti a tastiera - CC - all'esterno
48CC7336(...)|altri strumenti a tastiera col NOME) - CC - all'esterno
48CC734|strumenti a percussione - CC - all'esterno
48CC7341|tamburo (strumenti musicali) - CC - all'esterno
48CC73411|tamburello - CC - all'esterno
48CC7342|nacchere, castagnette - CC - all'esterno
48CC7343|carillon, campanelli - CC - all'esterno
48CC73431|campana ~ strumenti musicali - CC - all'esterno
48CC7344|altri strumenti a percussione - CC - all'esterno
48CC7344(...)|altri strumenti a percussione (col NOME) - CC - all'esterno
48CC735|strumenti a fiato - CC - all'esterno
48CC7351|flauto, aulos, tibia - CC - all'esterno
48CC73511|flauto a becco - CC - all'esterno
48CC73512|clarinetto, fagotto, oboe, cennamella - CC - all'esterno
48CC73513|flauto traverso - CC - all'esterno
48CC7352|corno, tromba, cornetta, trombone, tuba - CC - all'esterno
48CC73521|sassofono - CC - all'esterno
48CC7353|siringa (mus.) - CC - all'esterno
48CC7354|cornamusa, musette - CC - all'esterno
48CC7355|armonica a bocca - CC - all'esterno
48CC7356|altri strumenti a fiato - CC - all'esterno
48CC7356(...)|altri strumenti a fiato (col NOME) - CC - all'esterno
48CC7356(CONCH)|altri strumenti a fiato: conchiglia - CC - all'esterno
48CC736|strumenti ~ musica popolare - CC - all'esterno
48CC737|strumenti improvvisati (utensili da cucina, ecc.) - CC - all'esterno
48CC738|accessori ~ musica: metronomo, leggio per musica, diapason, ecc. - CC - all'esterno
48CC74|notazione di musica - CC - all'esterno
48CC741|edizione a stampa della partitura musicale - CC - all'esterno
48CC742|manoscritto della partitura musicale - CC - all'esterno
48CC7421|autografo ~ notazione di musica - CC - all'esterno
48CC743|teoria musicale - CC - all'esterno
48CC75|suonare; musicista con strumento - CC - all'esterno
48CC751|singola persona con strumento musicale, non intenta a suonare - CC - all'esterno
48CC7511|singola persona che accorda uno strumento - CC - all'esterno
48CC75111|singola persona che accorda il liuto - CC - all'esterno
48CC7512|persona con strumento musicale, in meditazione, in contemplazione - CC - all'esterno
48CC752|singola persona mentre suona uno strumento - CC - all'esterno
48CC7521|singola persona mentre suona uno strumento a corda (suonato con archetto) - CC - all'esterno
48CC7522|singola persona mentre suona uno strumento a corda (pizzicato) - CC - all'esterno
48CC7523|singola persona mentre suona uno strumento a tastiera - CC - all'esterno
48CC7524|singola persona mentre suona uno strumento a percussione - CC - all'esterno
48CC7525|singola persona mentre suona uno strumento a fiato - CC - all'esterno
48CC753|più di un musicista con uno strumento; orchestra; concerto - CC - concerto campestre
48CC7531|complesso musicale, orchestra - CC - concerto campestre
48CC7532|piccolo complesso musicale, orchestra da camera, jazz band - CC - concerto campestre
48CC754|assieme di musica strumentale e vocale - CC - all'esterno
48CC7541|cantante che accompagna se stesso - CC - all'esterno
48CC75411|menestrello, 'jongleur' - CC - all'esterno
48CC75412|bardo, poeta lirico - CC - all'esterno
48CC7542|musicista/i che accompagna un cantante/i - CC - all'esterno
48CC755|musica vocale, canto - CC - all'esterno
48CC7551|cantante senza accompagnamento - CC - all'esterno
48CC75511|cantante senza accompagnamento (di sesso maschile) - CC - all'esterno
48CC75512|cantante senza accompagnamento (di sesso femminile) - CC - all'esterno
48CC7552|coro - CC - all'esterno
48CC756|musica popolare, musica da strada - CC - all'esterno
48CC7561|musica popolare strumentale - CC - all'esterno
48CC75611|suonatore di ghironda - CC - all'esterno
48CC75612|suonatore di organetto a cilindro - CC - all'esterno
48CC75613|singola persona che suona diversi strumenti, orchestrina di una sola persona - CC - all'esterno
48CC75614|banda musicale, orchestrina da strada - CC - all'esterno
48CC7562|musica popolare vocale - CC - all'esterno
48CC75621|cantore di ballate, autore di ballate - CC - all'esterno
48CC76|musica 'automatica' - CC - all'esterno
48CC761|scatola armonica - CC - all'esterno
48CC762|organetto, 'pierement' - CC - all'esterno
48CC763|pianola; orchestion - CC - all'esterno
48CC77|direttore d'orchestra ~ musica - CC - all'esterno
48CC771|bacchetta ~ direttore d'orchestra - CC - all'esterno
48CC78|ascoltare la musica - CC - all'esterno
48CC841|allenamenti, esercitazione ~ balletto - CC - femminile
48CC844|costume da ballo, abbigliamento da danza - CC - femminile
48CC853|costume di scena - CC - femminile
49|educazione, scienza ed istruzione
49A|educazione
49A0|rappresentazioni simboliche, allegorie ed emblemi ~ educazione; 'Ammaestramento', 'Dottrina', 'Educatione', 'Istitutione' (Ripa)
49A1|studio e ricreazione
49A11|studio e ricreazione considerati come i due principali aspetti dell'educazione
49B|educazione scolastica, insegnamento
49B1|scuola materna
49B2|scuola elementare; classe, corso
49B21|andare a scuola
49B211|essere accompagnato a scuola, primo giorno di scuola
49B22|ritornare a casa da scuola
49B23|congedarsi dalla scuola, ultimo giorno di scuola
49B24|insegnante ed allievo
49B241|bambino che insegna all'insegnante, ai genitori o ad altri adulti
49B25|punizione a scuola
49B251|limitazione della libertà (a scuola): in piedi nell'angolo, sotto custodia, ecc.
49B252|punizioni corporali a scuola: castigare, bacchettare, ecc.
49B2521|verga, bacchetta ~ punizione a scuola
49B2522|allievo che punisce insegnante
49B253|mettere in fila ~ punizione a scuola
49B3|istruzione scolastica superiore
49B31|istruzione secondaria
49B32|istruzione professionale, p.es.: istituto tecnico
49B33|istruzione superiore, p.es.: magistero
49B4|università
49B40|personificazione dell'università; 'Academia' (Ripa)
49B41|organizzazione universitaria
49B411|fondazione di una università
49B4111|commemorazione della fondazione di una università
49B412|consiglio accademico, accademici di una università
49B413|bidello
49B4131|mazza del bidello
49B414|insegne, distintivi ~ università
49B415|facoltà ~ università
49B416|edificio universitario, college
49B42|educazione universitaria
49B421|lezione ~ università
49B4211|prolusione ~ università
49B4212|'magister cum discipulis'
49B4213|xilografia-'Accipies', 'accipies tanti doctoris dogmata sacra'
49B4214|lezioni pratiche, esercitazioni ~ università
49B422|esame ~ università
49B423|ricevere il titolo di dottore
49B4231|tesi di laurea
49B4232|diploma universitario
49B4233|laurea ad honorem
49B43|professore
49B431|gruppo di professori
49B44|studente
49B441|studente mentro studia ~ università
49B4411|studente mentro studia di notte
49B442|vita dello studente
49B4421|abbigliamento studentesco
49B4422|stanza dello studente
49B4423|amore di studenti
49B4424|matricola ~ università
49B44241|immatricolazione
49B4425|vacanza studentesca
49B4426|studente espulso
49B4427|rivolta studentesca
49B4428|organizzazione studentesca
49B44281|circolo, gruppo (studenti)
49B44282|confraternita (studenti)
49B44283|iniziazione (studenti)
49B44284|festa (studenti)
49B44285|corteo studentesco
49B4429|studente itinerante, 'Bettelstudent'
49BB43|professore - BB - professoressa
49BB431|gruppo di professori - BB - professoressa
49BB44|studente - BB - studentessa
49BB441|studente mentro studia ~ università - BB - studentessa
49BB4411|studente mentro studia di notte - BB - studentessa
49BB442|vita dello studente - BB - studentessa
49BB4421|abbigliamento studentesco - BB - studentessa
49BB4422|stanza dello studente - BB - studentessa
49BB4423|amore di studenti - BB - studentessa
49BB4424|matricola ~ università - BB - studentessa
49BB44241|immatricolazione - BB - studentessa
49BB4425|vacanza studentesca - BB - studentessa
49BB4426|studente espulso - BB - studentessa
49BB4427|rivolta studentesca - BB - studentessa
49BB4428|organizzazione studentesca - BB - studentessa
49BB44281|circolo, gruppo (studenti) - BB - studentessa
49BB44282|confraternita (studenti) - BB - studentessa
49BB44283|iniziazione (studenti) - BB - studentessa
49BB44284|festa (studenti) - BB - studentessa
49BB44285|corteo studentesco - BB - studentessa
49BB4429|studente itinerante, 'Bettelstudent' - BB - studentessa
49C|aspetti della scienza in generale
49C0|rappresentazioni simboliche, allegorie ed emblemi ~ scienza, 'Scientia'; 'Scienza', 'Studio' (Ripa)
49C01|sapienza contro tentazione mondana
49C011|sapiente che rinuncia al mondo, torre d'avorio
49C1|le arti liberali, 'Artes Liberales'; le Quattro Facoltà
49C11|trivio (personificazioni della Grammatica, Dialectica e Rhetorica)
49C111|'Grammatica' (~ trivio); 'Grammatica' (Ripa)
49C112|'Dialectica' (~ trivio); 'Dialettica' (Ripa)
49C113|'Rhetorica', 'Eloquentia' (~ trivio); 'Rettorica' (Ripa)
49C12|quadrivio (personificazioni di Arithmetica, Geometria, Astronomia e Musica)
49C121|'Arithmetica' (~ quadrivio); 'Aritmetica' (Ripa)
49C122|'Geometria' (~ quadrivio); 'Geometria' (Ripa)
49C123|'Astronomia' (~ quadrivio); 'Astronomia' (Ripa)
