2|natura
31AA2122|spina dorsale - AA - figura umana femminile
31AA2123|clavicola - AA - figura umana femminile
31AA2124|scapola - AA - figura umana femminile
31AA213|bacino - AA - figura umana femminile
31AA214|ossa delle braccia - AA - figura umana femminile
31AA2141|omero, osso del braccio - AA - figura umana femminile
31AA2142|radio e ulna, ossa dell'avambraccio - AA - figura umana femminile
31AA2143|carpo e metacarpo, parti della mano - AA - figura umana femminile
31AA2144|falangi delle dita - AA - figura umana femminile
31AA215|ossa delle gambe - AA - figura umana femminile
31AA2151|femore, osso della coscia - AA - figura umana femminile
31AA2152|tibia e perone, ossa della gamba - AA - figura umana femminile
31AA2153|tarso e metatarso, parti del piede - AA - figura umana femminile
31AA2154|falangi delle dita del piede - AA - figura umana femminile
31AA216|ossa in generale (corpo umano) - AA - figura umana femminile
31AA22|parti del corpo umano (scheletro escluso) - AA - figura umana femminile
31AA221|testa (umana) - AA - figura umana femminile
31AA2211|volto - AA - maschera (impronta presa dal volto)
31AA22111|parti del volto - AA - maschera (impronta presa dal volto)
31AA22111(...)|parti del volto (col NOME) - AA - maschera (impronta presa dal volto)
31AA22111(LIPS)|parti del volto: labbra - AA - maschera (impronta presa dal volto)
31AA22111(NOSE)|parti del volto: naso - AA - maschera (impronta presa dal volto)
31AA2212|occhi - AA - figura umana femminile
31AA22121|'imago omnia videntis' - AA - figura umana femminile
31AA2213|orecchie - AA - figura umana femminile
31AA2214|bocca - AA - figura umana femminile
31AA22141|lingua - AA - figura umana femminile
31AA2215|testa (interno) - AA - figura umana femminile
31AA22151|cervello - AA - figura umana femminile
31AA22152|cavità nasale - AA - figura umana femminile
31AA22153|cavità orofarigea - AA - figura umana femminile
31AA222|torace, busto - AA - figura umana femminile
31AA2221|cuore - AA - figura umana femminile
31AA22210|simbolismo del cuore - AA - figura umana femminile
31AA222101|simbolismo profano del cuore ~ amore - AA - figura umana femminile
31AA22211|parti del cuore - AA - figura umana femminile
31AA2222|polmoni, bronchi - AA - figura umana femminile
31AA22221|respirare, respirazione - AA - figura umana femminile
31AA22222|ansimare, respirare a fatica - AA - figura umana femminile
31AA22229|soffocare - AA - figura umana femminile
31AA2223|seni - AA - figura umana femminile
31AA22231|capezzoli - AA - figura umana femminile
31AA22232|seni che danno latte - AA - figura umana femminile
31AA2224|spalle - AA - figura umana femminile
31AA2225|schiena - AA - figura umana femminile
31AA2226|torso - AA - figura umana femminile
31AA223|addome, ventre (essere umano) - AA - figura umana femminile
31AA2231|aspetto esterno ~ addome - AA - figura umana femminile
31AA22311|ombelico - AA - figura umana femminile
31AA22312|anca - AA - figura umana femminile
31AA2232|ghiandole - AA - figura umana femminile
31AA22321|fegato (anatomia umana) - AA - figura umana femminile
31AA22322|cistifellea - AA - figura umana femminile
31AA22323|milza - AA - figura umana femminile
31AA2233|stomaco - AA - figura umana femminile
31AA22331|esofago - AA - figura umana femminile
31AA2234|intestini - AA - figura umana femminile
31AA2235|vescica - AA - figura umana femminile
31AA2236|organi sessuali (umani) - AA - figura umana femminile
31AA22361|organi sessuali maschili - AA - figura umana femminile
31AA223611|testicoli - AA - figura umana femminile
31AA223612|pene, fallo - AA - figura umana femminile
31AA2236121|immagine del fallo, 'phallos' - AA - figura umana femminile
31AA223613|sperma - AA - figura umana femminile
31AA22362|organi sessuali femminili - AA - figura umana femminile
31AA223621|utero - AA - figura umana femminile
31AA2236211|utero con feto - AA - figura umana femminile
31AA223622|ovaie - AA - figura umana femminile
31AA223623|mestruazione - AA - figura umana femminile
31AA2237|natiche, 'partes posteriores' - AA - figura umana femminile
31AA22371|ano - AA - figura umana femminile
31AA224|braccia - AA - figura umana femminile
31AA2241|parte superiore del braccio - AA - figura umana femminile
31AA2242|gomito - AA - figura umana femminile
31AA2243|parte inferiore del bracio, avambraccio - AA - figura umana femminile
31AA2244|polso - AA - figura umana femminile
31AA2245|mano - AA - figura umana femminile
31AA22451|impronta della mano - AA - figura umana femminile
31AA2246|dita - AA - figura umana femminile
31AA22461|pollice - AA - figura umana femminile
31AA22462|dito indice - AA - figura umana femminile
31AA22463|dito medio - AA - figura umana femminile
31AA22464|dito anulare - AA - figura umana femminile
31AA22465|dito mignolo - AA - figura umana femminile
31AA2247|unghie (dita) - AA - figura umana femminile
31AA225|gambe - AA - figura umana femminile
31AA2251|parte superiore della gamba, coscia - AA - figura umana femminile
31AA2252|ginocchio - AA - figura umana femminile
31AA2253|parte inferiore della gamba - AA - figura umana femminile
31AA2254|caviglia - AA - figura umana femminile
31AA2255|piede - AA - figura umana femminile
31AA22551|tallone - AA - figura umana femminile
31AA22552|impronta del piede, orma - AA - figura umana femminile
31AA2256|dita del piede - AA - figura umana femminile
31AA2257|unghie (piedi) - AA - figura umana femminile
31AA226|altri particolari anatomici - AA - figura umana femminile
31AA2261|circolazione del sangue - AA - figura umana femminile
31AA22611|sangue - AA - figura umana femminile
31AA22612|arterie - AA - figura umana femminile
31AA22613|vene - AA - figura umana femminile
31AA2262|pelle (umana) - AA - figura umana femminile
31AA22621|capelli - AA - figura umana femminile
31AA22622|peli, peluria del corpo - AA - figura umana femminile
31AA22623|peli del pube - AA - figura umana femminile
31AA2263|muscoli - AA - figura umana femminile
31AA2264|tendini, legamenti - AA - figura umana femminile
31AA2265|nervi - AA - figura umana femminile
31AA23|postura della figura umana - AA - figura umana femminile
31AA231|figura in piedi - AA - figura umana femminile
31AA2311|'contrapposto', 'Standbein und Spielbein' - AA - figura umana femminile
31AA2312|'figura serpentinata' - AA - figura umana femminile
31AA2313|in piedi su una gamba - AA - figura umana femminile
31AA2319|in verticale sulla testa o sulle mani - AA - figura umana femminile
31AA232|figura inclinata, che si poggia o sporge - AA - figura umana femminile
31AA2321|inclinata in avanti - AA - figura umana femminile
31AA2322|inclinata indietro - AA - figura umana femminile
31AA2323|inclinata di lato - AA - figura umana femminile
31AA233|figura inginocchiata (su un ginocchio) - AA - figura umana femminile
31AA2331|figura inginocchiata su ambedue le ginocchia - AA - figura umana femminile
31AA234|figura accovacciata, rannicchiata - AA - figura umana femminile
31AA2341|figura raggomitolata - AA - figura umana femminile
31AA235|figura seduta - AA - figura umana femminile
31AA2351|seduta a terra - AA - figura umana femminile
31AA2352|seduta su un elemento rialzato - AA - figura umana femminile
31AA2353|seduta con braccia o gomiti sulle ginocchia - AA - figura umana femminile
31AA23531|seduta con mano(i) poggiata(e) sulla coscia o sul ginocchio - AA - figura umana femminile
31AA2354|seduta in grembo a qualcuno - AA - figura umana femminile
31AA236|figura sdraiata (sulla schiena, supina) - AA - figura umana femminile
31AA2361|sdraiata sulla schiena (supina) con la parte superiore del corpo sollevata - AA - figura umana femminile
31AA2362|sdraiata a faccia in giù, prona - AA - figura umana femminile
31AA2363|figura distesa su un lato, su un fianco - AA - figura umana femminile
31AA2364|distesa su un lato, con la parte superiore del corpo sollevata e il braccio poggiato - AA - figura umana femminile
31AA2365|figura supina, con le mani sotto la testa - AA - figura umana femminile
31AA2366|figura prona, con le mani sotto la testa - AA - figura umana femminile
31AA237|figura appesa (per le braccia, le gambe, ecc.) - AA - figura umana femminile
31AA2371|appesa per le braccia - AA - figura umana femminile
31AA23711|appesa per un braccio - AA - figura umana femminile
31AA2372|appesa per le gambe - AA - figura umana femminile
31AA23721|appesa per una gamba - AA - figura umana femminile
31AA2373|appesa per altre parti del corpo - AA - figura umana femminile
31AA23731|appesa per i capelli - AA - figura umana femminile
31AA23732|appesa per i denti - AA - figura umana femminile
31AA239|altre posture della figura umana, non indicate o esplicitamente menzionate in precedenza - AA - figura umana femminile
31AA2391|figura curvata, chinata - AA - figura umana femminile
31AA24|posture della testa - AA - figura umana femminile
31AA241|testa in posizione eretta normale - AA - figura umana femminile
31AA242|testa girata di lato - AA - figura umana femminile
31AA2421|testa girata a sinistra - AA - figura umana femminile
31AA2422|testa girata a destra - AA - figura umana femminile
31AA243|testa piegata all'indietro - AA - figura umana femminile
31AA244|testa piegata in avanti; capo chino - AA - figura umana femminile
31AA245|testa inclinata a sinistra - AA - figura umana femminile
31AA246|testa inclinata a destra - AA - figura umana femminile
31AA247|guardare oltre la spalla - AA - figura umana femminile
31AA249|altre posture della testa, non indicate o esplicitamente menzionate in precedenza - AA - figura umana femminile
31AA25|posture e gesti di braccia e mani - AA - ambedue le braccia o ambedue le mani
31AA251|posture e gesti di braccia e mani in generale - AA - ambedue le braccia o ambedue le mani
31AA2511|braccio alzato verso l'alto - AA - ambedue le braccia o ambedue le mani
31AA25111|braccio alzato, con dita chiuse - AA - ambedue le braccia o ambedue le mani
31AA25112|braccio alzato, con dita aperte - AA - ambedue le braccia o ambedue le mani
31AA25113|braccio alzato, con pugno - AA - ambedue le braccia o ambedue le mani
31AA2512|braccio teso in avanti - AA - ambedue le braccia o ambedue le mani
31AA2513|braccio teso di lato - AA - ambedue le braccia o ambedue le mani
31AA2514|braccio tenuto all'indietro - AA - ambedue le braccia o ambedue le mani
31AA2515|braccio tenuto in basso - AA - ambedue le braccia o ambedue le mani
31AA2516|braccio o mano tenuti davanti al corpo - AA - ambedue le braccia o ambedue le mani
31AA25161|braccio o mano tenuti davanti al torace - AA - ambedue le braccia o ambedue le mani
31AA251611|mano che tiene il petto - AA - ambedue le braccia o ambedue le mani
31AA25162|mano sul cuore - AA - ambedue le braccia o ambedue le mani
31AA25163|mano che batte il petto - AA - ambedue le braccia o ambedue le mani
31AA25164|mano che scopre il petto - AA - ambedue le braccia o ambedue le mani
31AA2517|braccio o mano piegati dietro il corpo - AA - ambedue le braccia o ambedue le mani
31AA25171|braccio piegato dietro la schiena - AA - ambedue le braccia o ambedue le mani
31AA25172|mano dietro la testa - AA - ambedue le braccia o ambedue le mani
31AA2518|mano sul fianco - AA - ambedue le braccia o ambedue le mani
31AA2519|mano non visibile - AA - ambedue le braccia o ambedue le mani
31AA25191|mano in tasca - AA - ambedue le braccia o ambedue le mani
31AA25192|mano nella manica - AA - ambedue le braccia o ambedue le mani
31AA25193|mano sul petto (o sullo stomaco), infilata in un'apertura della veste - AA - ambedue le braccia o ambedue le mani
31AA253|posture e gesti delle braccia e delle mani in relazione alla testa - AA - ambedue le braccia o ambedue le mani
31AA2531|mano/i piegata/e verso la testa - AA - ambedue le braccia o ambedue le mani
31AA25311|'caput manui innixum', testa tenuta con la mano (tra le mani) - AA - ambedue le braccia o ambedue le mani
31AA25312|testa tenuta con la mano (o tra le mani), con i gomiti poggiati su un elemento rialzato o sulle ginocchia - AA - ambedue le braccia o ambedue le mani
31AA25313|coprire la testa, tirare un tessuto sul volto - AA - ambedue le braccia o ambedue le mani
31AA25314|mano/i dietro la testa - AA - ambedue le braccia o ambedue le mani
31AA2532|mano che tocca la barba - AA - ambedue le braccia o ambedue le mani
31AA2533|mano verso la fronte - AA - ambedue le braccia o ambedue le mani
31AA25331|indicare la fronte con il dito indice - AA - ambedue le braccia o ambedue le mani
31AA25332|'cornuto', cioè mano sopra la fronte con l'indice e il mignolo alzati - AA - ambedue le braccia o ambedue le mani
31AA2534|mano/i verso gli occhi - AA - ambedue le braccia o ambedue le mani
31AA25341|guardare con la mano tenuta sopra gli occhi - AA - ambedue le braccia o ambedue le mani
31AA25342|sbirciare tra le dita - AA - ambedue le braccia o ambedue le mani
31AA25343|stropicciarsi gli occhi - AA - ambedue le braccia o ambedue le mani
31AA25344|asciugarsi le lacrime - AA - ambedue le braccia o ambedue le mani
31AA2535|mano/i verso il naso - AA - ambedue le braccia o ambedue le mani
31AA25351|tenersi il naso - AA - ambedue le braccia o ambedue le mani
31AA2536|mano/i verso la bocca - AA - ambedue le braccia o ambedue le mani
31AA25361|fischiare con le dita - AA - ambedue le braccia o ambedue le mani
31AA2537|mano/i verso le orecchie - AA - ambedue le braccia o ambedue le mani
31AA25371|far coppa con le mani all'orecchio - AA - ambedue le braccia o ambedue le mani
31AA25372|grattarsi l'orecchio - AA - ambedue le braccia o ambedue le mani
31AA254|posture e gesti delle braccia e delle mani in relazione ad un'altra persona - AA - ambedue le braccia o ambedue le mani
31AA2541|afferrare, stringere qualcuno per il braccio - AA - ambedue le braccia o ambedue le mani
31AA25411|camminare a braccetto, sottobraccio - AA - ambedue le braccia o ambedue le mani
31AA2542|imposizione delle mani - AA - ambedue le braccia o ambedue le mani
31AA2543|afferrare, stringere qualcuno per la mano o per il polso; stringersi la mano - AA - ambedue le braccia o ambedue le mani
31AA25431|tre o più mani che si stringono, con il significato 'L'unione fa la forza' - AA - ambedue le braccia o ambedue le mani
31AA25432|condurre qualcuno per la mano o stringendogli il polso - AA - ambedue le braccia o ambedue le mani
31AA25433|'immixtio manuum', porre le mani giunte tra le mani di un altro - AA - ambedue le braccia o ambedue le mani
31AA2544|afferrare qualcuno per la testa - AA - ambedue le braccia o ambedue le mani
31AA25441|afferrare qualcuno per i capelli - AA - ambedue le braccia o ambedue le mani
31AA25442|afferrare qualcuno per la guancia - AA - ambedue le braccia o ambedue le mani
31AA25443|afferrare qualcuno per la gola - AA - ambedue le braccia o ambedue le mani
31AA2545|afferrare qualcuno per le spalle - AA - ambedue le braccia o ambedue le mani
31AA2546|afferrare qualcuno per le gambe - AA - ambedue le braccia o ambedue le mani
31AA25461|afferrare qualcuno per i piedi - AA - ambedue le braccia o ambedue le mani
31AA2549|afferrare qualcuno per altre parti del corpo - AA - ambedue le braccia o ambedue le mani
31AA255|posture e gesti della mano e delle dita - AA - ambedue le braccia o ambedue le mani
31AA2551|posture e gesti della mano - AA - ambedue le braccia o ambedue le mani
31AA25511|dita chiuse (posture e gesti della mano) - AA - ambedue le braccia o ambedue le mani
31AA25512|dita aperte (posture e gesti della mano) - AA - ambedue le braccia o ambedue le mani
31AA25513|mano chiusa a pugno - AA - ambedue le braccia o ambedue le mani
31AA2552|posture e gesti del palmo della mano - AA - ambedue le braccia o ambedue le mani
31AA25521|palmo della mano girato verso l'alto - AA - ambedue le braccia o ambedue le mani
31AA25522|palmo della mano girato verso il basso - AA - ambedue le braccia o ambedue le mani
31AA2553|posture e gesti del pollice - AA - ambedue le braccia o ambedue le mani
31AA25531|pollice girato verso l'alto - AA - ambedue le braccia o ambedue le mani
31AA25532|pollice girato verso il basso, 'pollice verso' - AA - ambedue le braccia o ambedue le mani
31AA2554|posture e gesti del pollice e delle altre dita - AA - ambedue le braccia o ambedue le mani
31AA25541|sfiorare con il pollice la punta del dito indice - AA - ambedue le braccia o ambedue le mani
31AA25542|pollice tra indice e medio - AA - ambedue le braccia o ambedue le mani
