4|Gesellschaft, Zivilisation, Kultur
48CC738|Hilfsmittel und Zubehör für den Bereich der Musik: Metronom, Notenständer, Stimmgabel etc. - CC - im Freien
48CC74|Notenschrift - CC - im Freien
48CC741|gedruckte Ausgabe einer Partitur - CC - im Freien
48CC742|Manuskript einer Partitur - CC - im Freien
48CC7421|notenschriftliches Autograph - CC - im Freien
48CC743|Musiktheorie - CC - im Freien
48CC75|musizieren; Musiker mit Instrument - CC - im Freien
48CC751|eine Person mit einem Musikinstrument, auf dem sie nicht spielt - CC - im Freien
48CC7511|ein Instrument stimmen - CC - im Freien
48CC75111|eine Laute stimmen - CC - im Freien
48CC7512|eine Person mit einem Musikinstrument (grübelnd, in Kontemplation) - CC - im Freien
48CC752|eine Person spielt ein Musikinstrument - CC - im Freien
48CC7521|eine Person spielt ein Streichinstrument - CC - im Freien
48CC7522|eine Person spielt ein Zupfinstrument - CC - im Freien
48CC7523|eine Person spielt ein Tasteninstrument - CC - im Freien
48CC7524|eine Person spielt ein Schlaginstrument - CC - im Freien
48CC7525|eine Person spielt ein Blasinstrument - CC - im Freien
48CC753|mehrere Musiker mit Instrumenten; Orchester; Konzert - CC - concert champêtre
48CC7531|große Gruppe von Musikern; Orchester - CC - concert champêtre
48CC7532|kleine Gruppe von Musikern, Kammerorchester, Jazzband - CC - concert champêtre
48CC754|Instrumental- und Vokalmusik kombiniert - CC - im Freien
48CC7541|Sänger, der sich selbst begleitet - CC - im Freien
48CC75411|Spielmann, Jongleur - CC - im Freien
48CC75412|Barde - CC - im Freien
48CC7542|Musiker, die Sänger begleiten - CC - im Freien
48CC755|Vokalmusik, Gesang - CC - im Freien
48CC7551|Sänger ohne Begleitung - CC - im Freien
48CC75511|(männlicher) Sänger - CC - im Freien
48CC75512|Sängerin - CC - im Freien
48CC7552|Chor - CC - im Freien
48CC756|Volksmusik, U-Musik, Straßenmusik - CC - im Freien
48CC7561|Instrumentalmusik (Volksmusik, U-Musik) - CC - im Freien
48CC75611|Drehleierspieler - CC - im Freien
48CC75612|Leierkastenspieler - CC - im Freien
48CC75613|eine Person spielt verschiedene Instrumente; Einmannband - CC - im Freien
48CC75614|Blaskapelle, Straßenkapelle - CC - im Freien
48CC7562|Gesang (Volksmusik, U-Musik) - CC - im Freien
48CC75621|Balladensänger, Bänkelsänger - CC - im Freien
48CC76|Automatenmusik - CC - im Freien
48CC761|Spieldose - CC - im Freien
48CC762|Straßenorgel - CC - im Freien
48CC763|Pianola; Orchestrion - CC - im Freien
48CC77|Dirigent - CC - im Freien
48CC771|Taktstock eines Dirigenten - CC - im Freien
48CC78|Musik hören - CC - im Freien
48CC841|Ballettschule, Ballettraining - CC - weiblich
48CC844|Ballettkostüm - CC - weiblich
48CC853|Theaterkostüm - CC - weiblich
49|Ausbildung, Wissenschaft und Lernen
49A|Ausbildung
49A0|symbolische Darstellungen, Allegorien und Embleme der Ausbildung; Ripa: Ammaestramento, Dottrina, Educatione, Istitutione
49A1|Studium und Zerstreuung
49A11|Studium und Spiel: interpretiert als die zwei zentralen Merkmale von Erziehung
49B|schulische Erziehung, Schulunterricht
49B1|Kindergarten
49B2|Elementarschule, Volksschule, Grundschule; Schulklasse
49B21|zur Schule gehen
49B211|in die Schule gebracht werden; der erste Schultag
49B22|von der Schule nach Hause gehen
49B23|von der Schule gehen; der letzte Schultag
49B24|Lehrer und Schüler
49B241|ein Kind unterrichtet den Lehrer, die Eltern oder andere Erwachsene
49B25|Bestrafung in der Schule
49B251|Einschränkungen der Freiheit (in der Schule): in der Ecke stehen, nachsitzen etc.
49B252|körperliche Züchtigung in der Schule: züchtigen, schlagen etc.
49B2521|Rute, Birkenrute, Gerte
49B2522|ein Schüler bestraft den Lehrer
49B253|Striemen als Ergebnisse körperlicher Züchtigung in der Schule
49B3|weiterführende Ausbildung
49B31|weiterführende Schulausbildung
49B32|schulische Berufsausbildung, z.B.: Berufsschule, kaufmännische Schule
49B33|höhere Schulausbildung, z.B.: Lehrerbildungsanstalt
49B4|Universität
49B40|Personifikation der Universität; Ripa: Academia
49B41|Organisation der Universität
49B411|Gründung einer Universität
49B4111|Gedenken an die Gründung einer Universität
49B412|Gremium, Würdenträger einer Universität
49B413|Pedell
49B4131|Amtsstab des Pedells
49B414|Universitätsinsignien, Universitätssiegel
49B415|Fakultäten einer Universität
49B416|Universitätsgebäude, College
49B42|Universitätsausbildung
49B421|Vorlesung, Vortrag (an einer Universität)
49B4211|einleitende Anreden (eines universitären Vortrags)
49B4212|magister cum discipulis (einleitende Anrede eines universitären Vortrags)
49B4213|Accipies-Holzschnitt; accipies tanti doctoris dogmata sacra
49B4214|praktische Arbeit an einer Universität
49B422|Prüfung (an einer Universität)
49B423|den Doktortitel erhalten
49B4231|Doktorarbeit, Dissertation
49B4232|Universitätsdiplom
49B4233|Ehrentitel
49B43|Professor
49B431|Gruppe von Professoren
49B44|Student
49B441|an einer Universität studieren
49B4411|nachts studieren
49B442|Studentenleben
49B4421|Studentenuniform, Studentenkleidung
49B4422|Studentenzimmer
49B4423|Studentenliebe
49B4424|Erstsemester
49B44241|Immatrikulation
49B4425|Semesterferien
49B4426|relegierter Student
49B4427|studentischer Aufruhr
49B4428|studentische Organisation
49B44281|studentische(r) Vereinigung, Club
49B44282|Studentenverbindung
49B44283|Initiationsriten (für Studenten)
49B44284|Studentenfete
49B44285|studentischer Umzug, Festzug
49B4429|wandernder Student, Bettelstudent
49BB43|Professor - BB - Professorin
49BB431|Gruppe von Professoren - BB - Professorin
49BB44|Student - BB - Studentin
49BB441|an einer Universität studieren - BB - Studentin
49BB4411|nachts studieren - BB - Studentin
49BB442|Studentenleben - BB - Studentin
49BB4421|Studentenuniform, Studentenkleidung - BB - Studentin
49BB4422|Studentenzimmer - BB - Studentin
49BB4423|Studentenliebe - BB - Studentin
49BB4424|Erstsemester - BB - Studentin
49BB44241|Immatrikulation - BB - Studentin
49BB4425|Semesterferien - BB - Studentin
49BB4426|relegierter Student - BB - Studentin
49BB4427|studentischer Aufruhr - BB - Studentin
49BB4428|studentische Organisation - BB - Studentin
49BB44281|studentische(r) Vereinigung, Club - BB - Studentin
49BB44282|Studentenverbindung - BB - Studentin
49BB44283|Initiationsriten (für Studenten) - BB - Studentin
49BB44284|Studentenfete - BB - Studentin
49BB44285|studentischer Umzug, Festzug - BB - Studentin
49BB4429|wandernder Student, Bettelstudent - BB - Studentin
49C|Wissenschaft (generell)
49C0|symbolische Darstellungen, Allegorien und Embleme der Wissenschaft; Scientia; Ripa: Scienza, Studio
49C01|Wissenschaft vs. weltliche Versuchung
49C011|ein Wissenschaftler entsagt der Welt; sogenannter Elfenbeinturm
49C1|die Freien Künste; artes liberales
49C11|Trivium (Personifikation von Grammatica, Dialectica und Rhetorica)
49C111|Grammatica (Trivium); Ripa: Grammatica
49C112|Dialectica (Trivium); Ripa: Dialettica
49C113|Rhetorica, Eloquentia (Trivium); Ripa: Rettorica
49C12|Quadrivium (Personifikation von Arithmetica, Geometria, Astronomia und Musica)
49C121|Arithmetica (Quadrivium); Ripa: Aritmetica
49C122|Geometrica (Quadrivium); Ripa: Geometria
49C123|Astronomia (Quadrivium); Ripa: Astronomia
49C124|Musica (Quadrivium); Ripa: Musica
49C13|die Freien Künste zusammen mit anderen Disziplinen
49C131|die Freien Künste zusammen mit Philosophie oder Weisheit
49C14|die Freien Künste auf andere Weise dargestellt, z.B. durch Embleme oder Symbole
49C15|artes liberales vs. artes vulgares
49C151|artes vulgares
49C16|die Vier Fakultäten (Personifikationen)
49C161|Theologie (als eine der Fakultäten)
49C162|Jura, Rechtswissenschaft (als eine der Fakultäten)
49C163|Medizin (als eine der Fakultäten)
49C164|Philosophie (als eine der Fakultäten)
49C17|Geisteswissenschaften
49C2|Philosophie
49C20|Philosophia; Ripa: Filosofia
49C201|Philosophia diskutiert mit einem Philosophen
49C21|philosophische Disziplinen
49C211|Metaphysik; Metaphysica; Ripa: Metafisica
49C212|Logik; Logica; Ripa: Logica
49C213|Erkenntnistheorie
49C2131|Platos Höhlengleichnis; antrum Platonicum
49C214|Ästhetik
49C3|Gelehrter, Philosoph
49C31|Gruppe von Gelehrten oder Philosophen
49C32|Gelehrter in seinem Studierzimmer
49C33|gelehrte Gesellschaft, wissenschaftliche Akademie
49C34|Wanderstudent, Scholar
49C4|Diskussion, Dialog, Disput (Gelehrte, Philosophen)
49C41|Störung, Unterbrechung einer philosophischen Diskussion
49D|Mathematik
49D0|Mathematica; Ripa: Mathematica
49D1|Arithmetik
49D11|Zahlen, Ziffern
49D11(...)|Zahlen (mit ZAHLWORT)
49D11(10)|zehn
49D11(1095)|eintausendfuenfundneunzig
49D11(11)|elf
49D11(12)|zwölf
49D11(13)|dreizehn
49D11(16)|sechzehn
49D11(2)|zwei
49D11(3)|drei
49D11(4)|vier
49D11(5)|fünf
49D11(6)|sechs
49D11(666)|Zahlen: 666
49D11(7)|sieben
49D11(8)|acht
49D11(9)|neun
49D110|Zahlensymbolik
49D12|Grundrechenarten
49D121|Addition
49D1211|Fibonacci-Reihe (1, 2, 3, 5, 8, 13, 21, ...)
49D122|Subtraktion
49D123|Multiplikation
49D124|Division (als Grundrechenart)
49D13|arithmetische Skalen, Systeme
49D131|Dezimalsystem
49D132|Dualsystem
49D133|andere arithmetische Skalen, Systeme
49D2|Algebra und Statistik
49D21|algebraische Formeln, Gleichungen etc.
49D22|statistisches Diagramm oder Schaubild, Graphik etc.
49D3|Planimetrie, Geometrie
49D30|Ripa: Planimetria, Ichonografia
49D31|Punkt (in der Planimetrie, Geometrie)
49D32|Linie (in der Planimetrie, Geometrie)
49D321|gerade Linie, Gerade (in der Planimetrie, Geometrie)
49D3211|sich schneidende Linien (in Geometrie)
49D3212|Winkel
49D3213|parallele Linien, Parallelen (in der Geometrie)
49D3214|Goldener Schnitt; sectio aurea
49D322|ungerade Linie, gekrümmte Linie (in der Planimetrie, Geometrie)
49D3221|unregelmäßig gekrümmte Linie
49D3222|regelmäßig gekrümmte Linie, Schönheitslinie
49D3223|Spirale (in der Planimetrie, Geometrie)
49D33|Dreieck (in der Planimetrie, Geometrie)
49D331|gleichschenkliges Dreieck
49D332|gleichseitiges Dreieck
49D333|rechtwinkliges Dreieck
49D34|Viereck (in der Planimetrie, Geometrie)
49D341|unregelmäßiges Viereck
49D342|regelmäßiges Viereck
49D342(...)|regelmäßiges Viereck (mit NAMEN)
49D342(RHOMBUS)|regelmäßiges Viereck: Rhombus, Raute
49D342(SQUARE)|regelmäßiges Viereck: Quadrat
49D35|Polygon (in der Planimetrie, Geometrie)
49D351|unregelmäßiges Polygon
49D352|regelmäßiges Polygon
49D352(...)|regelmäßiges Polygon (mit ANZAHL der Seiten)
49D352(6)|Hexagon, Sechseck
49D352(8)|Oktogon, Achteck
49D36|Kreis (in der Planimetrie, Geometrie)
49D361|Segment eines Kreises
49D362|Quadratur des Kreises
49D363|Umfang des Kreises
49D364|Radius des Kreises
49D365|Mittelpunkt des Kreises
49D366|Durchmesser des Kreises
49D37|Kegelschnitt, konischer Schnitt (in der Planimetrie, Geometrie)
49D371|Ellipse
49D372|Parabel
49D373|Hyperbel
49D38|andere planimetrische bzw. geometrische Figuren (Planimetrie, Geometrie)
49D4|Stereometrie, räumliche Geometrie
49D40|Stereometria; Ripa: Stereometria
49D41|die fünf platonischen Körper
49D42|Ecke (Stereometrie)
49D421|Kante (Stereometrie)
49D43|Fläche (Stereometrie)
49D431|dreieckige Fläche
49D432|quadratische Fläche
49D433|parallele Röhren
49D44|Pyramide (Stereometrie)
49D441|dreieckige Pyramide
49D442|viereckige Pyramide
49D45|regelmäßiges Polyeder
49D451|Tetraeder
49D452|Hexaeder, Würfel, Kubus
49D453|Oktaeder
49D454|Dodekaeder
49D455|Ikosaeder
49D456|andere Polyeder
49D46|Zylinder (Stereometrie)
49D461|Helix, dreidimensionale Spirale
49D47|Kegel (Stereometrie)
49D471|Kegelstumpf
49D48|Kugel (Stereometrie)
49D481|Ellipsoid, Sphäroid, Rotationsellipsoid
49D5|zeichnen, messen, rechnen
49D51|zeichnen (Mathematik)
49D511|Zeicheninstrumente
49D511(...)|Zeicheninstrumente (mit NAMEN)
49D511(PROTRACTOR)|Zeicheninstrumente: Winkelmesser
49D511(RULER)|Zeicheninstrumente: Lineal
49D5111|Zirkel
49D5112|Winkelmaß
49D52|messen
49D521|Meßinstrumente
49D521(...)|Meßinstrumente (mit NAMEN)
49D53|zählen, rechnen
49D531|Rechenmaschinen
49D531(...)|Rechenmaschinen (mit NAMEN)
49D5311|Abakus
49D5312|Rechenbrett, Zählwerk, Zähltisch
49D5313|Zähltuch, Decke oder Teppich für den Zähltisch
49D5314|Zahltisch, Jeton, Guthaben
49D54|Computer
49D541|Laptop
49D542|Tablet-Computer
49D6|andere Zweige der Mathematik
49D61|Zahlentheorie
49D62|nicht-euklidische Geometrie
49D63|mehrdimensionale Geometrie
49D64|Trigonometrie, Polygonometrie
49D65|beschreibende Geometrie
49D7|mathematische Perspektive
49D70|Perspektive (allegorisch); Ripa: Prospetiva
49D71|Anamorphose
49E|(angewandte) Naturwissenschaften
49E1|Astronomie (und Kosmographie)
49E10|Astronomia, Cosmografia; Ripa: Cosmografia
49E11|astronomische Instrumente
49E111|Observatorium (Astronomie)
49E112|Radioteleskop (Astronomie)
49E12|Sternkarte, Himmelskarte
49E121|Himmelsglobus
49E122|Armillarsphäre, Gerüst eines Himmelsglobus
49E123|Planetarium
49E13|kosmologische Theorien
49E131|geozentrisches Weltbild (Kosmologie)
49E132|heliozentristisches Weltbild (Kosmologie)
49E133|Theorie der ständigen Ausdehnung des Universums
49E1331|Urknalltheorie (Kosmologie)
49E2|Physik und Mechanik
49E21|Physik
49E210|Ripa: Fisica
49E211|allgemeine Prinzipien der Physik
49E2111|Relativitätstheorie
49E212|Quantentheorie
49E22|Mechanik
49E220|Ripa: Mecanica
49E221|Dynamik, Kinetik
49E2211|Arbeit, Reibung (Mechanik)
49E222|Gravitation, Schwerkraft
49E2221|Pendel (in der mechanischen Theorie)
49E2222|Ballistik, Bewegung von Projektilen
49E223|Strömungslehre, Hydraulik
49E224|Aerodynamik
49E2241|Vakuumlehre
49E23|Thermodynamik
49E24|Akustik
49E25|Optik
49E251|optische Instrumente
49E2511|Linse
49E25111|Brennglas
49E2512|Mikroskop
49E2513|Fernglas, Feldstecher etc.
49E2514|Teleskop
49E2515|Stereoskop
49E252|Brechung, Refraktion (Optik)
49E253|Prisma (optisches Instrument)
49E2531|die sieben prismatischen Farben
49E254|Konkavspiegel, Brennspiegel
49E255|Vergrößerung
49E26|Elektromagnetismus, Elektrodynamik
49E27|Kern-, Atom- und Molekularphysik
49E271|Elementarpartikel (Kern-, Atom- und Molekularphysik)
49E2711|Modelle einer Molekularstruktur etc.
49E272|Radioaktivität
49E2721|Schutz vor Radioaktivität
49E273|nukleare Reaktion, Kernreaktion
49E3|Chemie
49E31|chemische Symbole
49E32|anorganische Chemie
49E33|organische Chemie
49E39|Alchemie
49E391|Alchemist bei der Arbeit
49E3911|Alchemist versucht Gold zu machen
49E3912|Alchemist auf der Suche nach dem Stein der Weisen
49E3913|Alchemist scheitert bei der Arbeit
49E392|alchemistische Symbole
49E393|alchemistische Gerätschaften
49E3931|alchemistischen Gefäße
49E3931(...)|
49E39311|Flaschen und flaschenähnliche Gefäße (ampullae)
49E39311(...)|Flaschen und flaschenähnliche Gefäße (ampullae) (mit NAMEN)
49E39311(OVUM PHILOSOPHICUM)|Flasche: Philosophisches Ei (ovum philosophicum)
49E39312|Kolben (cucurbitae)
49E39312(...)|Kolben (cucurbitae) (mit NAMEN)
49E39313|Töpfe, Krüge (ollae)
49E39313(...)|
49E3932|alchemistischer Ofen
49E3932(...)|alchemistischer Ofen (mit NAMEN)
49E3932(ASSAY FURNACE)|Probierofen
49E3932(ATHANOR)|Athanor
49E3933|alchemistisches Bad (balneum)
49E3939|andere alchemistische Gerätschaften
49E3939(...)|andere alchemistische Gerätschaften (mit NAMEN)
49E394|alchemistische Substanzen
49E3941|Schwefel (Sulphur) ~ alchemistische Substanz
49E3942|Quecksilber (Mercurius) ~ alchemistische Substanz
49E39421|Philosophisches Quecksilber (Mercurius) ~ alchemistische Substanz
49E394211|Vogel des Hermes
49E3943|Sal ~ alchemistische Substanz
49E3944|Prima Materia (erste Materie, Jungfernerde)
49E3945|Stein der Weisen (Lapis philosophorum)
49E39451|Quintessenz
49E39452|der Weisse Stein
49E39453|der Rote Stein
49E3946|Lebenselixier (Elixir Vitae)
49E39461|Panacea ~ alchemistische Substanz
49E3949|andere Substanzen
49E3949(...)|andere Substanzen (mit NAMEN)
49E3949(ANTIMONY)|andere Substanzen: Antimon
49E3949(SAL AMMONIAC)|andere Substanzen: Salmiak (Ammoniumchlorid)
49E3949(VITRIOL)|andere Substanzen: Vitriol
49E395|alchemistische Prozesse
49E3951|Magnum opus: die vier ursprünglichen Stufen der Transmutation
49E39511|Nigredo (Schwärzung
49E39512|Albedo (Weißung)
49E39513|Citrinitas (Gelbung)
49E39514|Rubedo (Rötung)
49E3952|Magnum opus: zusätzliche Stufen der Transmutation
49E3952(...)|Magnum opus: zusätzliche Stufen der Transmutation (mit NAME)
49E3952(CALCINATION)|zusätzliche Stufen: Calcinatio (Kalzinierung)
49E3952(CIBATION)|andere Stufen: Cibatio
49E3952(COAGULATION)|andere Stufen: Coagulatio oder Fixatio (Gerinnung)
49E3952(CONJUNCTION)|andere Stufen: Coniunctio (Chemische Hochzeit)
49E3952(DISTILLATION)|zusätzliche Stufen: Destillation (Destillatio)
49E3952(EXALTATION)|andere Stufen: Exaltatio
49E3952(MULTIPLICATION)|andere Stufen: Multiplicatio

49E3952(PROJECTION)|andere Stufen: Projectio (Tingierung)
49E3952(PUTREFACTION)|andere Stufen: Putrefactio (Fäulung) oder Fermentatio
49E3952(SEPARATION)|zusätzliche Stufen: Separatio oder Divisio
49E3952(SOLUTION)|zusätzliche Stufen: Solutio (Auflösung)
49E3952(SUBLIMATION)|andere Stufen: Sublimatio (Erhöhung)
49E3953|mehrere Prozesse zusammengefügt
49E3954|Wechselwirkung oder Reaktion alchemistischer Substanzen
49E39541|Umwandlung chemischer Eigenschaften (z.B. nass zu trocken)
49E39542|Verdampfung eines Lösungsmittels
49E39543|Wechselwirkung zwischen Gegensätzen (Gegensatzpaaren)
49E395431|Mercurius und Sulphur ~ Luna und Sol
49E4|Kristallographie
49E5|Geologie
49E51|Mineralogie
49E6|Meteorologie
49E61|meteorologisches Observatorium, Wetterstation
49E7|Technologie
49E71|Maschinenbau, Ingenieurswissenschaft
49E8|Laboratorium
49E81|Geräte und Ausrüstung eines Laboratoriums
49E811|populärwissenschaftliche Einrichtung eines Laboratoriums für eine anschauliche Beweisführung
49E9|Experiment, Probe, Test (Naturwissenschaften)
49E91|Erfindung, Entdeckung (Naturwissenschaften)
49F|Biologie
49F1|Botanik
49F11|Botanischer Garten; hortus botanicus
49F12|Herbarium
49F2|Zoologie
49F21|experimentelle Zoologie
49F22|Paläontologie
49F3|physische Anthropologie
49F31|Kraniologie, Schädelkunde
49G|Medizin, medizinische Wissenschaft
49G0|allegorische Darstellungen der Medizin; Medicina; Ripa: Medicina
