2|自然
31A46210|人格化的瘟疫
31A4622|痲瘋病
31A46221|痲瘋病人的响具
31A46222|痲瘋病院
31A46223|痲瘋病人的遊行行列
31A4623|(其它) 傳染疾病
31A4623(...)|(其它) 傳染疾病 (名稱)
31A46230|傳染疾病的人格化; 'Contagione' (Ripa)
31A4624|皮膚病和性病
31A4624(...)|皮膚病和性病 (名稱)
31A4624(SYPHILIS)|皮膚病和性病: 梅毒
31A46241|痒
31A46242|潰瘍
31A4625|水腫
31A4626|愛滋病
31A4629|中毒
31A4629(...)|中毒 (名稱)
31A4629(ERGOTISM)|中毒: 麥角中毒
31A463|影響部分身體的疾病
31A463(...)|影響部分身體的疾病 (名稱)
31A4631|骨折
31A4632|感染和傷口
31A46321|瘡疤
31A4633|頭部或部分頭部的疾病
31A46331|頭疼
31A46332|傷風,感冒(疾病)
31A463321|噴嚏
31A463322|咳嗽
31A46333|牙疼
31A4634|腫瘤
31A46341|體外腫瘤
31A46342|體內腫瘤
31A464|情緒疾病, 精神錯亂, 瘋狂
31A4640|瘋狂
31A4641|附體 (被魔鬼)
31A4642|瘋狂, 強迫症
31A46421|流行性強迫症
31A464211|流行性舞蹈病, 聖維斯特舞蹈病
31A469|健康
31A4690|健康, 'Sanitas'; 'Sanità' (Ripa)
31A5|身體護理, 衛生
31A51|梳妝
31A511|鏡子
31A5111|照鏡子; (可能: 自我欣賞)
31A51111|映像 (鏡子裡的)
31A511111|變形
31A5112|magic beautification
31A512|帶上珠寶
31A513|化妝
31A514|使用香料, 香水, 香油膏, 等等
31A5141|香料
31A5141(...)|香料 (名稱)
31A5142|香水
31A5142(...)|香水 (名稱)
31A5143|香油膏
31A5144|粉 ~ 梳妝
31A5145|用具 ~ 梳妝
31A5145(...)|用具 ~ 梳妝 (名稱)
31A51451|香丸, 麝香丸
31A51452|香水瓶
31A51453|香油膏罐
31A51454|粉盒
31A51455|口紅,唇膏
31A515|人體或面部彩繪
31A5151|文身 tatooing
31A51511|文身 tatoo
31A52|護理手和腳
31A521|指甲美化
31A522|趾甲美化
31A523|'Spinario', 孩童把刺從腳上拔出
31A53|理髮
31A531|護理頭髮
31A5311|梳子, 刷子和其它工具 (護理頭髮)
31A532|剪髮
31A5321|美髮師
31A533|髮型
31A533(...)|髮型 (名稱)
31A5331|假髮
31A5332|剃光的頭
31A5333|削髮 tonsure
31A5334|一綹頭髮
31A5339|光頭 baldness
31A534|鬍鬚
31A5341|小鬍子,髭
31A5342|腮須
31A53421|落腮鬍子
31A5349|假鬍鬚
31A535|剃頭師, 剃頭店
31A5351|剃刀
31A5352|剃頭師的臉盆
31A5353|剃鬚,修面
31A53531|為自己修面
31A539|蓬亂的頭髮
31A54|洗和浴
31A541|洗手
31A542|洗臉和手
31A5421|刷牙
31A54211|牙刷
31A54212|牙籤
31A543|洗腳
31A544|為另一個人洗腳
31A545|沐浴
31A5451|公共浴室
31A5452|坐浴
31A5453|淋浴
31A5454|盆浴
31A5455|蒸氣浴
31A5459|'après le bain'
31A546|梳妝用具 ~ 洗和浴
31A5461|肥皂
31A54611|肥皂泡
31A5462|刷子, 海綿, 等等 (梳妝用具)
31A5463|毛巾
31A5464|浴衣, 晨衣
31A549|弄乾, 被弄乾
31A55|穿衣和脫衣
31A551|穿傷自己的衣服, 穿衣
31A5511|系上束腹帶
31A552|脫下自己的衣服, 脫衣
31A553|穿上(系上)或脫下(解開)涼鞋或鞋
31A5531|穿上或脫下長襪
31A554|為他人穿衣
31A5541|為他人穿衣
31A559|衣服穿了一半
31A5591|négligé
31A56|傭人
31A57|把昆蟲從身上拿掉
31A571|'motherly care',除蝨子
31A572|捉跳蚤
31A58|健美
31A59|缺乏衛生, 骯髒
31A6|生理需要
31A61|小便
31A611|夜壺
31A62|排便
31A621|胃氣漲
31A622|消化
31A6220|'Digestione' (Ripa)
31A623|糞便, 排泄物
31A63|嘔吐
31A631|打嗝
31A64|擤鼻涕
31A65|吐痰
31A651|唾沫
31A66|出汗, 流汗
31A7|性別 (人類)
31A71|男性; 男人
31A710|男性的象徵
31A711|雄性
31A712|男性健美比賽; 健美比賽
31A7121|宇宙先生
31A719|女子氣的男人, 溺愛, 嬌養兒
31A7191|男人做婦人事
31A72|女性; 女人
31A720|女性的象徵
31A721|雌性
31A7211|童貞,純潔
31A72110|'Verginità' (Ripa)
31A722|女性選美比賽
31A7221|世界小姐
31A729|'virago', 男-女性
31A73|陰陽人, 雌雄同體
31A731|雙性人Rebis, 神聖雌雄同體the divine hermaphrodite, 精神與物質的和解 ~ 煉金術
31A74|變性, 變性別
31A8|作為機器的身體
31A9|偽裝治癒或改進部份身體的途徑ways pretending to cure or improve parts of the body
31AA|人体(裸體); 'Corpo humano' (Ripa) - AA - 女性人體
#31AA1|canon, proportions - AA - 女性人體
#31AA11|standing figure (canon, proportions) - AA - 女性人體
#31AA12|figure in circle or square, legs apart and arms raised or stretched sidewards - AA - 女性人體
#31AA13|其它 systems or canons - AA - 女性人體
#31AA14|human figure of ideal proportions, e.g. academic nude - AA - 女性人體
#31AA140|allegorical representation of human figure of ideal proportions - AA - 女性人體 of ideal proportions; 'Bellezza feminile' (Ripa)
#31AA141|nude with covered genitals - AA - 女性人體
#31AA19|'homo Platonis', 'animal bipes implume' - AA - 女性人體
31AA2|人體解剖(非醫學) - AA - 女性人體
#31AA21|(human) skeleton - AA - 女性人體
#31AA211|(human) skull - AA - 女性人體
#31AA2111|jaw (human) - AA - 女性人體
#31AA2112|teeth - AA - 女性人體
#31AA21121|front teeth - AA - 女性人體
#31AA21122|back teeth, molars - AA - 女性人體
#31AA212|thorax - AA - 女性人體
#31AA2121|ribs - AA - 女性人體
#31AA2122|spine - AA - 女性人體
#31AA2123|clavicle, collar-bone - AA - 女性人體
#31AA2124|scapula, shoulder-blade - AA - 女性人體
#31AA213|pelvis - AA - 女性人體
#31AA214|bones of the arms - AA - 女性人體
#31AA2141|humerus, bone of the upper arm - AA - 女性人體
#31AA2142|radius and ulna, bones of the lower arm - AA - 女性人體
#31AA2143|carpus and metacarpus, parts of the hand - AA - 女性人體
#31AA2144|phalanges of the fingers - AA - 女性人體
#31AA215|bones of the legs - AA - 女性人體
#31AA2151|femur, bone of the upper leg - AA - 女性人體
#31AA2152|tibia and fibula, bones of the lower leg - AA - 女性人體
#31AA2153|tarsus and metatarsus, parts of the foot - AA - 女性人體
#31AA2154|phalanges of the toes - AA - 女性人體
#31AA216|bones in general (human body) - AA - 女性人體
#31AA22|parts of the human body (skeleton excepted) - AA - 女性人體
#31AA221|head (human) - AA - 女性人體
#31AA2211|face - AA - mask (mould taken from face)
#31AA22111|parts of the face - AA - mask (mould taken from face)
#31AA22111(...)|parts of the face (名稱) - AA - mask (mould taken from face)
#31AA22111(LIPS)|parts of the face: lips - AA - mask (mould taken from face)
#31AA22111(NOSE)|parts of the face: nose - AA - mask (mould taken from face)
#31AA2212|eyes - AA - 女性人體
#31AA22121|'imago omnia videntis' - AA - 女性人體
#31AA2213|ears - AA - 女性人體
#31AA2214|mouth - AA - 女性人體
#31AA22141|tongue - AA - 女性人體
#31AA2215|head (internal) - AA - 女性人體
#31AA22151|brains - AA - 女性人體
#31AA22152|nasal cavity - AA - 女性人體
#31AA22153|mouth and throat cavity - AA - 女性人體
#31AA222|chest, bust - AA - 女性人體
#31AA2221|heart - AA - 女性人體
#31AA22210|heart symbolism - AA - 女性人體
#31AA222101|profane heart symbolism ~ love - AA - 女性人體
#31AA22211|parts of the heart - AA - 女性人體
#31AA2222|lungs, bronchia - AA - 女性人體
#31AA22221|breathing, respiration - AA - 女性人體
#31AA22222|gasping for breath - AA - 女性人體
#31AA22229|suffocating - AA - 女性人體
#31AA2223|breasts - AA - 女性人體
#31AA22231|nipples - AA - 女性人體
#31AA22232|breasts giving milk - AA - 女性人體
#31AA2224|shoulder - AA - 女性人體
#31AA2225|back - AA - 女性人體
#31AA2226|torso - AA - 女性人體
#31AA223|abdomen, belly (human being) - AA - 女性人體
#31AA2231|external aspects ~ abdomen - AA - 女性人體
#31AA22311|navel - AA - 女性人體
#31AA22312|hip - AA - 女性人體
#31AA2232|glands - AA - 女性人體
#31AA22321|liver (human anatomy) - AA - 女性人體
#31AA22322|gall bladder - AA - 女性人體
#31AA22323|spleen - AA - 女性人體
#31AA2233|stomach - AA - 女性人體
#31AA22331|gullet - AA - 女性人體
#31AA2234|intestines - AA - 女性人體
#31AA2235|bladder - AA - 女性人體
#31AA2236|sexual organs (human) - AA - 女性人體
#31AA22361|male sexual organs - AA - 女性人體
#31AA223611|testicles - AA - 女性人體
#31AA223612|penis, phallus - AA - 女性人體
#31AA2236121|image of phallus, 'phallos' - AA - 女性人體
#31AA223613|sperm - AA - 女性人體
#31AA22362|female sexual organs - AA - 女性人體
#31AA223621|womb, uterus - AA - 女性人體
#31AA2236211|uterus with foetus - AA - 女性人體
#31AA223622|ovaries - AA - 女性人體
#31AA223623|menstruation - AA - 女性人體
#31AA2237|buttocks, 'partes posteriores' - AA - 女性人體
#31AA22371|anus - AA - 女性人體
#31AA224|arms - AA - 女性人體
#31AA2241|upper arm - AA - 女性人體
#31AA2242|elbow - AA - 女性人體
#31AA2243|lower arm - AA - 女性人體
#31AA2244|wrist - AA - 女性人體
#31AA2245|hand - AA - 女性人體
#31AA22451|hand-print - AA - 女性人體
#31AA2246|fingers - AA - 女性人體
#31AA22461|thumb - AA - 女性人體
#31AA22462|index finger, forefinger - AA - 女性人體
#31AA22463|middle finger, second finger - AA - 女性人體
#31AA22464|ring finger - AA - 女性人體
#31AA22465|little finger - AA - 女性人體
#31AA2247|nails (fingers) - AA - 女性人體
#31AA225|legs - AA - 女性人體
#31AA2251|upper leg - AA - 女性人體
#31AA2252|knee - AA - 女性人體
#31AA2253|lower leg - AA - 女性人體
#31AA2254|ankle - AA - 女性人體
#31AA2255|foot - AA - 女性人體
#31AA22551|heel - AA - 女性人體
#31AA22552|foot-print, track - AA - 女性人體
#31AA2256|toes - AA - 女性人體
#31AA2257|nails (toes) - AA - 女性人體
#31AA226|其它 anatomical details - AA - 女性人體
#31AA2261|blood circulation - AA - 女性人體
#31AA22611|blood - AA - 女性人體
#31AA22612|arteries - AA - 女性人體
#31AA22613|veins - AA - 女性人體
#31AA2262|skin (human) - AA - 女性人體
#31AA22621|hair - AA - 女性人體
#31AA22622|body hair - AA - 女性人體
#31AA22623|pubic hair - AA - 女性人體
#31AA2263|muscles - AA - 女性人體
#31AA2264|tendons, sinews - AA - 女性人體
#31AA2265|nerves - AA - 女性人體
#31AA23|postures of the human figure - AA - 女性人體
#31AA231|standing figure - AA - 女性人體
#31AA2311|'contrapposto', 'Standbein und Spielbein' - AA - 女性人體
#31AA2312|'figura serpentinata' - AA - 女性人體
#31AA2313|standing on one leg - AA - 女性人體
#31AA2319|standing on the head or on the hands - AA - 女性人體
#31AA232|leaning figure - AA - 女性人體
#31AA2321|leaning forward - AA - 女性人體
#31AA2322|leaning backward - AA - 女性人體
#31AA2323|leaning sideways - AA - 女性人體
#31AA233|kneeling figure - AA - 女性人體
#31AA2331|kneeling on both knees - AA - 女性人體
#31AA234|squatting, crouching figure - AA - 女性人體
#31AA2341|huddled figure - AA - 女性人體
#31AA235|sitting figure - AA - 女性人體
#31AA2351|sitting on the ground - AA - 女性人體
#31AA2352|sitting on an elevation - AA - 女性人體
#31AA2353|sitting with arms or elbows on the knees - AA - 女性人體
#31AA23531|sitting with hand(s) resting on the thigh or knee - AA - 女性人體
#31AA2354|sitting in someone's lap - AA - 女性人體
#31AA236|lying figure - AA - 女性人體
#31AA2361|lying on the back with uplifted upper part of the body - AA - 女性人體
#31AA2362|lying face downwards - AA - 女性人體
#31AA2363|lying on one side, stretched out - AA - 女性人體
#31AA2364|lying on one side, with uplifted upper part of the body and leaning on the arm - AA - 女性人體
#31AA2365|lying on the back with hands under the head - AA - 女性人體
#31AA2366|lying face downwards with hands under the head - AA - 女性人體
#31AA237|hanging figure (by the arms, legs, etc.) - AA - 女性人體
#31AA2371|hanging by the arms - AA - 女性人體
#31AA23711|hanging by one arm - AA - 女性人體
#31AA2372|hanging by the legs - AA - 女性人體
#31AA23721|hanging by one leg - AA - 女性人體
#31AA2373|hanging by 其它 parts of the body - AA - 女性人體
#31AA23731|hanging by the hair - AA - 女性人體
#31AA23732|hanging by the teeth - AA - 女性人體
#31AA239|其它 postures of the human figure, not meant or mentioned above - AA - 女性人體
#31AA2391|bending figure - AA - 女性人體
#31AA24|postures of the head - AA - 女性人體
#31AA241|head in normal upright position - AA - 女性人體
#31AA242|head turned sideways - AA - 女性人體
#31AA2421|head turned to the left - AA - 女性人體
#31AA2422|head turned to the right - AA - 女性人體
#31AA243|head bent backwards - AA - 女性人體
#31AA244|head bent forward; bowing - AA - 女性人體
#31AA245|head slanting to the left - AA - 女性人體
#31AA246|head slanting to the right - AA - 女性人體
#31AA247|looking over the shoulder - AA - 女性人體
#31AA249|其它 postures of the head, not meant or mentioned above - AA - 女性人體
#31AA25|postures and gestures of arms and hands - AA - both arms or hands
#31AA251|postures and gestures of arms and hands in general - AA - both arms or hands
#31AA2511|arm raised upward - AA - both arms or hands
#31AA25111|arms raised, with fingers closed - AA - both arms or hands
#31AA25112|arm raised, with fingers spread out - AA - both arms or hands
#31AA25113|arm raised, with fist - AA - both arms or hands
#31AA2512|arm stretched forward - AA - both arms or hands
#31AA2513|arm stretched sidewards - AA - both arms or hands
#31AA2514|arm held backwards - AA - both arms or hands
#31AA2515|arm held downwards - AA - both arms or hands
#31AA2516|arm or hand held in front of the body - AA - both arms or hands
#31AA25161|arm or hand held in front of the chest - AA - both arms or hands
#31AA251611|hand holding the breast - AA - both arms or hands
#31AA25162|hand on the heart - AA - both arms or hands
#31AA25163|hand striking the chest - AA - both arms or hands
#31AA25164|hand uncovering the chest - AA - both arms or hands
#31AA2517|arm or hand bent behind the body - AA - both arms or hands
#31AA25171|arm bent behind the back - AA - both arms or hands
#31AA25172|hand behind the head - AA - both arms or hands
#31AA2518|hand on the hip - AA - both arms or hands
#31AA2519|hand not visible - AA - both arms or hands
#31AA25191|hand in the pocket - AA - both arms or hands
#31AA25192|hand in the sleeve - AA - both arms or hands
#31AA25193|hand on breast (or stomach), slipped into opening of vestment - AA - both arms or hands
#31AA253|postures and gestures of arms and hands in relation to the head - AA - both arms or hands
#31AA2531|hand(s) bent towards the head - AA - both arms or hands
#31AA25311|'caput manui innixum', head held in the hand(s) - AA - both arms or hands
#31AA25312|head held in the hand(s), with elbows leaning on an elevation or on the knees - AA - both arms or hands
#31AA25313|covering the head, drawing drapery over the face - AA - both arms or hands
#31AA25314|hand(s) behind the head - AA - both arms or hands
#31AA2532|hand touching the beard - AA - both arms or hands
#31AA2533|hand towards the forehead - AA - both arms or hands
#31AA25331|pointing to the forehead with the index finger - AA - both arms or hands
#31AA25332|'cornuto', i.e. raised index finger and little finger bent above the forehead - AA - both arms or hands
#31AA2534|hand(s) towards the eye(s) - AA - both arms or hands
#31AA25341|looking with the hand above the eyes - AA - both arms or hands
#31AA25342|peeping between the fingers - AA - both arms or hands
#31AA25343|rubbing one's eyes - AA - both arms or hands
#31AA25344|wiping away tears - AA - both arms or hands
#31AA2535|hand(s) towards the nose - AA - both arms or hands
#31AA25351|holding one's nose - AA - both arms or hands
#31AA2536|hand(s) towards the mouth - AA - both arms or hands
#31AA25361|whistling with fingers - AA - both arms or hands
#31AA2537|hand(s) towards the ear(s) - AA - both arms or hands
#31AA25371|cupping one's ear - AA - both arms or hands
#31AA25372|scratching one's ear - AA - both arms or hands
#31AA25373|covering one's ear - AA - both arms or hands
#31AA254|postures and gestures of arm(s) and hand(s) in relation to another person - AA - both arms or hands
#31AA2541|gripping someone by the arm - AA - both arms or hands
#31AA25411|walking arm in arm - AA - both arms or hands
#31AA2542|imposition of hands - AA - both arms or hands
#31AA2543|gripping someone by the hand or the wrist; clasped hands - AA - both arms or hands
#31AA25431|three or more clasped hands, meaning 'Unity is Strength' - AA - both arms or hands
#31AA25432|leading someone by the hand or wrist - AA - both arms or hands
#31AA25433|'immixtio manuum', placing clasped hands between the hands of another person - AA - both arms or hands
#31AA2544|gripping someone by the head - AA - both arms or hands
#31AA25441|gripping someone by the hair - AA - both arms or hands
#31AA25442|gripping someone by the neck - AA - both arms or hands
#31AA25443|gripping someone by the throat - AA - both arms or hands
#31AA2545|gripping someone by the shoulder - AA - both arms or hands
#31AA2546|gripping someone by the legs - AA - both arms or hands
#31AA25461|gripping someone by the feet - AA - both arms or hands
#31AA2549|gripping someone by other parts of the body - AA - both arms or hands
#31AA255|postures and gestures of hand and fingers - AA - both arms or hands
#31AA2551|postures and gestures of the hand - AA - both arms or hands
#31AA25511|fingers closed - AA - both arms or hands
#31AA25512|fingers spread out - AA - both arms or hands
#31AA25513|hand made into a fist - AA - both arms or hands
#31AA2552|postures and gestures of the palm of the hand - AA - both arms or hands
#31AA25521|palm of the hand turned up - AA - both arms or hands
#31AA25522|palm of the hand turned down - AA - both arms or hands
#31AA2553|postures and gestures of the thumb - AA - both arms or hands
#31AA25531|thumb turned up - AA - both arms or hands
#31AA25532|thumb turned down - AA - both arms or hands
#31AA2554|postures and gestures of thumb and 其它 fingers - AA - both arms or hands
#31AA25541|stroking with the thumb over the top of the index finger - AA - both arms or hands
#31AA25542|thumb between the index finger and the middle finger - AA - both arms or hands
#31AA25543|snapping one's fingers - AA - both arms or hands
#31AA2555|postures and gestures of the index finger - AA - both arms or hands
